,,41A - PC/JC MENU LIST,,,,,,,,APPROX. DAILY ORDER,,,,,,
80,g,POACHED CHICKEN BREAST (APPROX. 5MM),,,0.00,kg,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
100,g,"ANCIENT GRAIN, EDAMAME AND HERB SALAD",,,0.00,kg,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
20,g,BROCOLLINI BLANCH,,,0.00,kg,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
F1402011,,HARISSA DRESSING FOR CHICK ANCIENT GRAINS,Mascot,Mascot,68,units,9,7,9,8,8,9,9,9,,
20,g,HARISSA DRESSING,,,1.36,kg,0.18,0.14,0.18,0.16,0.16,0.18,0.18,0.18,,
,,,,,6,,,,,,,,,,6,
,,,,,,,,,,,,,,,,
,,41A - PC/JC MENU LIST,,,,,,,,APPROX. DAILY ORDER,,,,,,
,,,,,ESTIMATED,,,,,,,,,,,
,,,PRODUCTION,PLATING &,WEELY,UOM,17-Jul,18-Jul,19-Jul,20-Jul,21-Jul,22-Jul,23-Jul,24-Jul,,
Item Code,,ITEM DESCRIPTION,SITE,ASSEMBLY SITE,ORDER,,,,,,,,,,,
,,,,,,,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,,
,,SANDWICH,,,,,,,,,,,,,,
F0600302,,STEAK SANDWICH,Mascot,Mascot,137,units,20,14,20,13,20,19,11,20,,
1,ea,1 X 15CM LENGTH SOURDOUGH BAGUETTE,,,137,ea,20,14,20,13,20,19,11,20,,
2,ea,40GM ea RW GRILL MARKED MINUTE STEAK,,,274,ea,40,28,40,26,40,38,22,40,,
10,g,FRESH BABY ROCKET LEAVES,,,1.37,kg,0.20,0.14,0.20,0.13,0.20,0.19,0.11,0.20,,
50,g,TOMATO AND CHILLI RELISH,,,6.85,kg,1.00,0.70,1.00,0.65,1.00,0.95,0.55,1.00,,
F0601725,,MILK BUNS WITH MUSTARD FOR SMOKED SALMON ROLL,Mascot,Mascot,692,units,76,71,105,76,110,86,92,76,,
1,EA,MILK BUN 10CM CUT IN HALF FILLED WITH,Marrickville,,692,ea,76,71,105,76,110,86,92,76,,
5,g,MUSTARD SPREAD,,,3.46,kg,0.38,0.36,0.53,0.38,0.55,0.43,0.46,0.38,,
F1401996,,FENNEL SLAW SMOKE SALMON FOR F0601725,Mascot,Mascot,692,units,76,71,105,76,110,86,92,76,,
50,g,SMOKED SALMON,,,35,kg,4,4,5,4,6,4,5,4,,
50,g,WHITE SLAW,,,34.60,kg,4,4,5,4,6,4,5,4,,
F0600873,,CHICKEN SCHNITZEL,Mascot,Mascot,1212,units,127,136,158,150,191,158,162,130,,
1,ea,13CM X 8CM LENGTH SCHIACCIATA/FOCCACCIA SLICED HORIZONTALLY,,,1212,ea,127,136,158,150,191,158,162,130,,
2,ea,17G SLICES EMMENTHAL CHEESE,,,2424,ea,254,272,316,300,382,316,324,260,,
1,ea,CHICKEN THIGH SCHNITZEL 120G CW,,,1212,ea,127,136,158,150,191,158,162,130,,
50,g,SALAD COLESLAW,,,60.60,kg,6.35,6.80,7.90,7.50,9.55,7.90,8.10,6.50,,
,,DESSERT,,,,,,,,,,,,,,
F1101484,,CHOCOLATE OLIVE OIL CAKE COCOA CREAM RASPBERRIES,Mascot,Mascot,435,units,54,42,56,55,63,65,43,57,,
1,ea,CHOCOLATE CAKE SLICE 10 x 4CM(APPROX. 50G/SLICE),Marrickville,,435.00,ea,54.00,42.00,56.00,55.00,63.00,65.00,43.00,57.00,,
50,g,COCOA CRÈME,Marrickville,,21.75,kg,2.70,2.10,2.80,2.75,3.15,3.25,2.15,2.85,,
10,g,CRUNCHY MIX,,,4.35,kg,0.54,0.42,0.56,0.55,0.63,0.65,0.43,0.57,,
12,g,RASPBERRIES,,,5.22,kg,0.65,0.50,0.67,0.66,0.76,0.78,0.52,0.68,,
F1101635,,BAKED VANILLA CUSTARD 2U846,Marrickville,Mascot,1562,units,180,165,205,190,234,209,192,187,,
100,g,BAKED VANILLA CUSTARD,,,156.20,kg,18.00,16.50,20.50,19.00,23.40,20.90,19.20,18.70,,
F1101419,,BAKED VANILLA CUSTARD 2U828,Marrickville,Mascot,0,units,0,0,0,0,0,0,0,0,,
100,g,BAKED VANILLA CUSTARD,,,0.00,kg,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
F1401277,,GARNISH RHUBARB PEAR COMPOTE FLAKED ALMONDS,Marrickville,Mascot,1562,units,180,165,205,190,234,209,192,187,,
30,g,HONEY PEAR AND RHUBARB MIX,,,46.86,kg,5.40,4.95,6.15,5.70,7.02,6.27,5.76,5.61,,
5,g,HALAL ROASTED ALMOND FLAKES,,,7.81,kg,0.90,0.83,1.03,0.95,1.17,1.05,0.96,0.94,,
,,,,,7,,,,,,,,,,7,
,,,,,,,,,,,,,,,,
,,41A - PC/JC MENU LIST,,,,,,,,APPROX. DAILY ORDER,,,,,,
,,,,,ESTIMATED,,,,,,,,,,,
,,,PRODUCTION,PLATING &,WEELY,UOM,17-Jul,18-Jul,19-Jul,20-Jul,21-Jul,22-Jul,23-Jul,24-Jul,,
Item Code,,ITEM DESCRIPTION,SITE,ASSEMBLY SITE,ORDER,,,,,,,,,,,
,,,,,,,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,,
F0700386,,CHEESE PLATE 2U841 QF 25,Mascot,Mascot,44,units,6,4,6,5,5,6,6,6,,
25,g,SOFT CHEESE,,,1.10,kg,0.15,0.10,0.15,0.13,0.13,0.15,0.15,0.15,,
25,g,HARD CHEESE,,,1.10,kg,0.15,0.10,0.15,0.13,0.13,0.15,0.15,0.15,,
25,g,BLUE/GOATS CHEESE,,,1.10,kg,0.15,0.10,0.15,0.13,0.13,0.15,0.15,0.15,,
24,g,QUINCE PASTE,,,1.06,kg,0.14,0.10,0.14,0.12,0.12,0.14,0.14,0.14,,
1,ea,MEDJOOL DATE,,,44.00,ea,6.00,4.00,6.00,5.00,5.00,6.00,6.00,6.00,,
40,g,BUNCH RED GRAPES,,,1.76,kg,0.24,0.16,0.24,0.20,0.20,0.24,0.24,0.24,,
,,BREAKFAST,,,,,,,,,,,,,,
F0403234,,BRIOCHE BACON EGG ROAST TOMATO BBQ SAUCE,Mascot,Mascot,921,units,87,101,122,116,139,128,137,91,,
1,ea,BRIOCHE ROLL CUT IN HALF,Marrickville,,0.92,kg,0.09,0.10,0.12,0.12,0.14,0.13,0.14,0.09,,
20,g,SEALED BACON RASHERS,,,18.42,kg,1.74,2.02,2.44,2.32,2.78,2.56,2.74,1.82,,
1,ea,FRIED EGG,,,921.00,ea,87,101,122,116,139,128,137,91,,
15,g,"CHOPPED SLOW ROASTED TOMATOES, 2CM CHUNKS",,,13.82,kg,1.31,1.52,1.83,1.74,2.09,1.92,2.06,1.37,,
20,g,BARBECUE SAUCE,,,18.42,kg,1.74,2.02,2.44,2.32,2.78,2.56,2.74,1.82,,
F0403229,,POACHED EGG HALOUMI KALE QUINOA SALAD,Mascot,Mascot,649,units,61,71,106,71,108,75,97,60,,
120,g,QUINOA AND KALE MIXTURE,,,77.88,kg,7.32,8.52,12.72,8.52,12.96,9.00,11.64,7.20,,
2,ea,CABBAGE LEAVES,,,1298.00,ea,122,142,212,142,216,150,194,120,,
30,g,HALOUMI,,,19.47,kg,1.83,2.13,3.18,2.13,3.24,2.25,2.91,1.80,,
1,ea,POACHED EGG,,,649.00,ea,61,71,106,71,108,75,97,60,,
10,ml,WATER,,,6.49,kg,0.61,0.71,1.06,0.71,1.08,0.75,0.97,0.60,,
F1402012,,DRESSING GREEN TAHINI FOR F0403229,Mascot,Mascot,649,units,61,71,106,71,108,75,97,60,,
25,g,GREEN TAHINI,,,16.23,kg,1.53,1.78,2.65,1.78,2.70,1.88,2.43,1.50,,
F1402092,,PEPITAS SUNFLOWER SESAME PISTACHIO FOR F0403229,Mascot,Mascot,649,units,61,71,106,71,108,75,97,60,,
6,g,SEEDS AND PISTACHIO,,,3.89,kg,0.37,0.43,0.64,0.43,0.65,0.45,0.58,0.36,,
0.5,g,WHITE SESAME SEEDS,,,0.32,kg,0.03,0.04,0.05,0.04,0.05,0.04,0.05,0.03,,
0.5,g,BLACK  SESAME SEEDS,,,0.32,kg,0.03,0.04,0.05,0.04,0.05,0.04,0.05,0.03,,
,,,,,,,,,,,,,,,,
8,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,41A - PC/JC MENU LIST,,,,,,,,APPROX. DAILY ORDER,,,,,,
,,,,,ESTIMATED,,,,,,,,,,,
,,,PRODUCTION,PLATING &,WEELY,UOM,17-Jul,18-Jul,19-Jul,20-Jul,21-Jul,22-Jul,23-Jul,24-Jul,,
Item Code,,ITEM DESCRIPTION,SITE,ASSEMBLY SITE,ORDER,,,,,,,,,,,
,,,,,,,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,,
F0403153,,PORK SAUSAGE SPINACH BRAISED BEANS,Mascot,Mascot,649,units,61,71,106,71,108,75,97,60,,
2,ea,"PORK CHIPOLATA SAUSAGES, PAN FRIED 30g/CW",,,1298.00,ea,122,142,212,142,216,150,194,120,,
60,g,BRAISED BEANS,,,38.94,kg,3.66,4.26,6.36,4.26,6.48,4.50,5.82,3.60,,
30,g,SAUTEED ENGLISH SPINACH,,,19.47,kg,1.83,2.13,3.18,2.13,3.24,2.25,2.91,1.80,,
F1402015,,PORK SAUSAGE ROAST TOM FOR CAFÉ BREAKFAST,Mascot,Mascot,112,units,17,12,18,10,16,17,7,15,,
60,g,PAN FRIED PORK  SAUSAGE (30G/EA x 2),,,6.72,kg,1.02,0.72,1.08,0.60,0.96,1.02,0.42,0.90,,
F1401608,,SAUTÉED SPINACH,Mascot,Mascot,112,units,17,12,18,10,16,17,7,15,,
30,g,SAUTÉED SPINACH,,,3.36,kg,0.51,0.36,0.54,0.30,0.48,0.51,0.21,0.45,,
F1401609,,SLOW ROAST TOMATOES,Mascot,Mascot,129,units,20,14,20,11,20,19,8,17,,
2,ea,SLOW ROAST TOMATOES (25G/EA),,,258,ea,40,28,40,22,40,38,16,34,,
F1401739,,GRILL BACON BLACKFOREST FOR CAFÉ BREAKFAST 2P21,Mascot,Mascot,112,units,17,12,18,10,16,17,7,15,,
40,g,BACON SEARED RINDLESS BLACKFOREST,,,4.48,kg,0.68,0.48,0.72,0.40,0.64,0.68,0.28,0.60,,
F1401610,,BRAISED BEANS,Mascot,Mascot,129,units,20,14,20,11,20,19,8,17,,
60,g,BRAISED BEANS,,,7.74,kg,1.20,0.84,1.20,0.66,1.20,1.14,0.48,1.02,,
F1402006,,HASH BROWNS FOR CAFÉ BREAKFAST,Mascot,Mascot,112,units,17,12,18,10,16,17,7,15,,
2,ea,HASH BROWNS (40G/EA),,,224,ea,34,24,36,20,32,34,14,30,,
F0403295,,CRUMPET HONEY BUTTER FOR CAFE BREAKFAST,Mascot,Mascot,60,units,9,6,10,6,8,9,4,8,,
2,ea,TOASTED CRUMPET(approx. 40g),,,120,ea,18,12,20,12,16,18,8,16,,
2,ea,HONEY BUTTER DISC (10g/EA),,,120,ea,18,12,20,12,16,18,8,16,,
F1401576,,BANANA RIPE 2NO. FOR CAFÉ BREAKFAST,Mascot,Mascot,15,units,2,2,2,2,2,2,1,2,,
2,ea,RIPE BANANA,,,30,ea,4,4,4,4,4,4,2,4,,
F1401574,,CHOPPED HAZELNUT,Mascot,Mascot,60,units,9,6,10,6,8,9,4,8,,
5,g,CHOPPED HAZELNUT,,,0.30,kg,0.05,0.03,0.05,0.03,0.04,0.05,0.02,0.04,,
F1401575,,STRAWBERRY HALVES,Mascot,Mascot,77,units,12,8,12,7,12,11,5,10,,
20,g,STRWBERRY HALF CUT STEM OFF,,,1.54,kg,0.24,0.16,0.24,0.14,0.24,0.22,0.10,0.20,,
,,,,,9,,,,,,,,,,9,
,,,,,,,,,,,,,,,,
,,41A - PC/JC MENU LIST,,,,,,,,APPROX. DAILY ORDER,,,,,,
,,,,,ESTIMATED,,,,,,,,,,,
,,,PRODUCTION,PLATING &,WEELY,UOM,17-Jul,18-Jul,19-Jul,20-Jul,21-Jul,22-Jul,23-Jul,24-Jul,,
Item Code,,ITEM DESCRIPTION,SITE,ASSEMBLY SITE,ORDER,,,,,,,,,,,
,,,,,,,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,,
F1401577,,MAPLE SYRUP,Mascot,Mascot,60,units,9,6,10,6,8,9,4,8,,
30,g,MAPLE SYRUP,,,1.80,kg,0.27,0.18,0.30,0.18,0.24,0.27,0.12,0.24,,
F1401620,,SLICED APPLE SYRUP,Mascot,Mascot,30,units,4,4,4,4,4,4,2,4,,
100,g,SLICED GREEN APPLES,,,3.00,kg,0.40,0.40,0.40,0.40,0.40,0.40,0.20,0.40,,
10,g,SYRUP,,,0.30,kg,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.04,,
F1401573,,BLUEBERRY FRESH 2P32 FOR CAFE BREAKFAST,Mascot,Mascot,77,units,12,8,12,7,12,11,5,10,,
20,g,Fresh Blueberries,,,1.54,kg,0.24,0.16,0.24,0.14,0.24,0.22,0.10,0.20,,
,,PRIOR TO ARRIVAL,,,,,,,,,,,,,,
F0601726,,BEEF UDON NOODLE SOUP,Mascot,Mascot,335,units,43,28,39,46,42,52,37,48,,
100,g,UDON NOODLE,,,33.50,kg,4.30,2.80,3.90,4.60,4.20,5.20,3.70,4.80,,
30,g,BOK CHOY,,,10.05,kg,1.29,0.84,1.17,1.38,1.26,1.56,1.11,1.44,,
2,ea,BLANCHED CABBAGE LEAF,,,0.67,kg,0.09,0.06,0.08,0.09,0.08,0.10,0.07,0.10,,
150,g,DASHI BROTH,,,50.25,kg,6.45,4.20,5.85,6.90,6.30,7.80,5.55,7.20,,
60,g,SOY SEARED BEEF,,,20.10,kg,2.58,1.68,2.34,2.76,2.52,3.12,2.22,2.88,,
F1401998,,SHALLOT TOGRASHI FOR F0601726,Mascot,Mascot,335,units,43,28,39,46,42,52,37,48,,
2,g,SHALLOTS ROUND,,,0.67,kg,0.09,0.06,0.08,0.09,0.08,0.10,0.07,0.10,,
1,g,SHICHIMI TOGARASHI,,,0.34,kg,0.04,0.03,0.04,0.05,0.04,0.05,0.04,0.05,,
F0601727,,EGG WHITE FRIED RICE WITH FISH LAP CHEONG SNAKE BEANS,Mascot,Mascot,154,units,17,15,18,22,22,23,17,20,,
100,g,FRIED RICE,,,15.40,kg,1.70,1.50,1.80,2.20,2.20,2.30,1.70,2.00,,
2,ea,BLANCHED CABBAGE LEAF,,,308.00,ea,34.00,30.00,36.00,44.00,44.00,46.00,34.00,40.00,,
120,g,STIR FRY BEANS LAPCHEONG,,,18.48,kg,2.04,1.80,2.16,2.64,2.64,2.76,2.04,2.40,,
30,g,PACKING SAUCE,,,4.62,kg,0.51,0.45,0.54,0.66,0.66,0.69,0.51,0.60,,
F1402002,,BOK CHOY STEAMED FOR F0601727,Mascot,Mascot,154,units,17,15,18,22,22,23,17,20,,
60,g,BOK CHOY,,,9.24,kg,1.02,0.90,1.08,1.32,1.32,1.38,1.02,1.20,,
F0601730,,"EGG WHITE FRIED RICE LAP CHEONG, SNAKE BEANS  PTA",Mascot,Mascot,1233,units,154,145,140,150,172,167,138,167,,
80,g,FRIED RICE,,,98.64,kg,12.32,11.60,11.20,12.00,13.76,13.36,11.04,13.36,,
2,ea,BLANCHED CABBAGE LEAF,,,2466.00,ea,308.00,290.00,280.00,300.00,344.00,334.00,276.00,334.00,,
60,g,LAP CHEONG AND BEANS,,,73.98,kg,9.24,8.70,8.40,9.00,10.32,10.02,8.28,10.02,,
15,g,PACKING SAUCE,,,18.50,kg,2.31,2.18,2.10,2.25,2.58,2.51,2.07,2.51,,
,,,,,10,,,,,,,,,,10,
,,,,,,,,,,,,,,,,
,,41A - PC/JC MENU LIST,,,,,,,,APPROX. DAILY ORDER,,,,,,
,,,,,ESTIMATED,,,,,,,,,,,
,,,PRODUCTION,PLATING &,WEELY,UOM,17-Jul,18-Jul,19-Jul,20-Jul,21-Jul,22-Jul,23-Jul,24-Jul,,
Item Code,,ITEM DESCRIPTION,SITE,ASSEMBLY SITE,ORDER,,,,,,,,,,,
,,,,,,,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,,
F1401800,,GARNISH SHALLOT ROUNDS FOR F0601730 F0601727,Mascot,Mascot,1387,units,171,160,158,172,194,190,155,187,,
3,g,Shallots Round,,,4.16,kg,0.51,0.48,0.47,0.52,0.58,0.57,0.47,0.56,,
20,g,PACKING SAUCE,,,27.74,kg,3.42,3.20,3.16,3.44,3.88,3.80,3.10,3.74,,
F0601661,,LAMB PILAF,Mascot,Mascot,92,units,17,0,13,12,17,16,0,17,,
80,g,RICE LAMB PILAF,,,7.36,kg,1.36,0.00,1.04,0.96,1.36,1.28,0.00,1.36,,
2,ea,BLANCHED CABBAGE LEAF,,,184.00,ea,34,0,26,24,34,32,0,34,,
F0601752,,LAMB PILAF QF43,Mascot,Mascot,62,units,8,8,7,7,8,8,8,8,,
110,g,LAMB PILAF,,,6.82,kg,0.88,0.88,0.77,0.77,0.88,0.88,0.88,0.88,,
2,ea,CABBAGE LEAF,,,124.00,ea,16,16,14,14,16,16,16,16,,
F1401993,,TABBOULEH FOR F0601661 F0601752,Mascot,Mascot,154,units,25,8,20,19,25,24,8,25,,
15,g,TABBOULEH,,,2.31,kg,0.38,0.12,0.30,0.29,0.38,0.36,0.12,0.38,,
F1402017,,LEMON YOGHURT FOR F0601661 F0601752,Mascot,Mascot,154,units,25,8,20,19,25,24,8,25,,
10,g,LEMON YOGHURT,,,1.54,kg,0.25,0.08,0.20,0.19,0.25,0.24,0.08,0.25,,
F0601785,,LAMB PILAF 160g,Mascot,Mascot,0,units,0,0,0,0,0,0,0,0,,
160,g,LAMB PILAF,,,0.00,kg,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
2,ea,CABBAGE LEAF,,,0.00,ea,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
F1402134,,TABBOULEH FOR F0601785,Mascot,Mascot,0,units,0,0,0,0,0,0,0,0,,
30,g,TABBOULEH,,,0.00,kg,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
F1401904,,GARNISH LEMON YOGHURT FOR F0601785,Mascot,Mascot,0,units,0,0,0,0,0,0,0,0,,
20,g,LEMON YOGHURT,,,0.00,kg,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
F0601728,,LAMB AND WHITE BEAN CASSOULET POT PIE,Mascot,Mascot,229,units,26,21,28,32,33,35,25,29,,
110,g,LAMB CW,,,25.19,kg,2.86,2.31,3.08,3.52,3.63,3.85,2.75,3.19,,
60,g,SAUCE,,,13.74,kg,1.56,1.26,1.68,1.92,1.98,2.10,1.50,1.74,,
80,g,WHITE BEAN CASSOULET,,,18.32,kg,2.08,1.68,2.24,2.56,2.64,2.80,2.00,2.32,,
,,,,,,,,,,,,,,,,
11,11,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,41A - PC/JC MENU LIST,,,,,,,,,APPROX. DAILY ORDER,,,,,
,,,,,,ESTIMATED,,,,,,,,,,
,,,,PRODUCTION,PLATING &,WEELY,UOM,17-Jul,18-Jul,19-Jul,20-Jul,21-Jul,22-Jul,23-Jul,24-Jul,
Item Code,,ITEM DESCRIPTION,,SITE,ASSEMBLY SITE,ORDER,,,,,,,,,,
,,,,,,,,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,
F0601751,,LAMB AND WHITE BEAN CASSOULET POT PIE 2U846,,Mascot,Mascot,0,units,0,0,0,0,0,0,0,0,
100,g,LAMB CW,,,,0.00,kg,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,
50,g,SAUCE,,,,0.00,kg,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,
60,g,WHITE BEAN CASSOULET,,,,0.00,kg,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,
F1402003,,HERB BREADCRUMB FOR F0601728 F0601751,,Mascot,Mascot,229,units,26,21,28,32,33,35,25,29,
15,g,BREAD CRUMB PARSLEY MIXTURE,,,,3.44,kg,0.39,0.32,0.42,0.48,0.50,0.53,0.38,0.44,
F0601519,,"SPINACH, RICOTTA AND ONION PASTIZZI WITH TOMATO RELISH",,Mascot,Mascot,1628,units,189,181,212,191,246,214,195,200,
3,ea,PASTIZZI (APPROX. 35G/EA),,,,4884.00,ea,567,543,636,573,738,642,585,600,
15,g,TOMATO AND CHILLI RELISH,,,,24.42,kg,2.84,2.72,3.18,2.87,3.69,3.21,2.93,3.00,
,,PREMIUM ECONOMY,,,,,,,,,,,,,,
F0601805,,SAUSAGE ROLL MESCLUN TOMATO RELISH,,Mascot,Mascot,440,units,45,50,66,51,75,45,70,38,
1,ea,SAUSAGE ROLL (APPROX.155G/EA),,Marrickville,,440,ea,45,50,66,51,75,45,70,38,
5,g,MESCLUN LETTUCE,,,,2.20,kg,0.23,0.25,0.33,0.26,0.38,0.23,0.35,0.19,
15,g,TOMATO RELISH,,,,6.60,kg,0.68,0.75,0.99,0.77,1.13,0.68,1.05,0.57,
2,no.,WHOLE CHERRY TOMATO,,,,880.00,ea,90.00,100.00,132.00,102.00,150.00,90.00,140.00,76.00,
F0601791,,CROISSANT PUDDING SALSA CORN,,Mascot,Mascot,244,units,25,27,36,28,42,25,38,23,
1,ea,CROISSANT PUDDING (APPROX. 140g/EA),,Marrickville,,244,ea,25,27,36,28,42,25,38,23,
40,g,CORN SALSA JALAPENO,,,,9.76,kg,1.00,1.08,1.44,1.12,1.68,1.00,1.52,0.92,
,,MARKET INSPIRATION,,,,,,,,,,,,,,
F0304025,,MORTON B  Y BUG MUSHROOM LEEK H  ZELNUT B  LS,MIC- MI,Mascot,Mascot,90,units,13,9,14,9,12,13,7,13,
50,g,POACHED MORETON BUGS,,,,4.50,kg,0.65,0.45,0.70,0.45,0.60,0.65,0.35,0.65,
10,g,BROWN BUTTER AND BALSAMIC DRESSING,,,,0.90,kg,0.13,0.09,0.14,0.09,0.12,0.13,0.07,0.13,
10,g,SAUTÉED MUSHROOMS AND LEEKS,,,,0.90,kg,0.13,0.09,0.14,0.09,0.12,0.13,0.07,0.13,
6,g,PEELED ROAST CHOP HAZELNUTS,,,,0.54,kg,0.08,0.05,0.08,0.05,0.07,0.08,0.04,0.08,
40,g,PARSNIP PUREE,,,,3.60,kg,0.52,0.36,0.56,0.36,0.48,0.52,0.28,0.52,
0.5,g,FINE CHOPPED CHIVE,,,,0.05,kg,0.01,0.00,0.01,0.00,0.01,0.01,0.00,0.01,
10,g,SALAD LEAVES WITLOF FRISEE PARSLEY CHERVIL,,,,0.90,kg,0.13,0.09,0.14,0.09,0.12,0.13,0.07,0.13,
,,ECONOMY,,,,,,,,,,,,,,
F1402218,,GARNISH LEMON MINT FOR WELCOME WATER,,Mascot,Mascot,0,units,0,0,0,0,0,0,0,0,
10,ea,LEMON HALF SLICES 5MM,,,,0,ea,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,
,,,,,,12,,,,,,,,,,12
